"op","ctrl","mass","form","mod","rad","ref","thk"
"waste","P",98,"alpha","h2o",8.89,"h2o",1.905
"small sample","A",11,"alpha","h2o",22.86,"h2o",1.27
"metallurgy","B",78,"alpha","h2o",7.62,"h2o",2.54
"large sample","A",24,"alpha","h2o",12.065,"h2o",0.635
"solution","A",2,"alpha","h2o",5.08,"h2o",0.635
"large sample","A",21,"alpha","h2o",0.635,"h2o",1.27
"large sample","A",23,"alpha","h2o",21.59,"h2o",4.445
"large sample","A",14,"alpha","h2o",3.175,"h2o",1.27
"small sample","A",10,"alpha","h2o",3.175,"h2o",0.635
"large sample","D",71,"alpha","h2o",3.175,"h2o",0.635
"large sample","D",231,"alpha","h2o",8.255,"h2o",0.635
"large sample","A",65,"alpha","h2o",10.16,"h2o",0.635
"large sample","M",79,"alpha","h2o",14.605,"h2o",0.635
"small sample","A",27,"alpha","h2o",4.445,"h2o",3.175
"metallurgy","E",83,"alpha","h2o",0.635,"h2o",0.635
"large sample","A",19,"alpha","h2o",17.78,"h2o",5.715
"metallurgy","A",41,"alpha","h2o",14.605,"h2o",2.54
"solution","A",8,"alpha","h2o",6.35,"h2o",1.905
"small sample","A",22,"alpha","h2o",6.985,"h2o",2.54
"solution","A",23,"alpha","h2o",7.62,"h2o",1.905
"waste","A",42,"alpha","h2o",5.715,"h2o",1.27
"large sample","M",43,"alpha","h2o",8.89,"h2o",0.635
"large sample","A",29,"alpha","h2o",13.97,"h2o",1.27
"large sample","A",52,"alpha","h2o",21.59,"h2o",0.635
"large sample","D",53,"alpha","h2o",1.905,"h2o",0.635
"metallurgy","E",35,"alpha","h2o",1.27,"h2o",0.635
"large sample","A",65,"alpha","h2o",0.635,"h2o",0.635
"waste","A",9,"alpha","h2o",11.43,"h2o",2.54
"small sample","A",24,"alpha","h2o",5.715,"h2o",0.635
"large sample","A",19,"alpha","h2o",13.97,"h2o",1.905
"metallurgy","B",143,"alpha","h2o",6.985,"h2o",1.27
"small sample","A",58,"alpha","h2o",6.985,"h2o",1.27
"solution","A",29,"alpha","h2o",6.985,"h2o",1.27
"large sample","B",270,"alpha","h2o",1.905,"h2o",0.635
"large sample","A",42,"alpha","h2o",4.445,"h2o",3.81
"small sample","A",11,"alpha","h2o",8.255,"h2o",1.27
"large sample","A",16,"alpha","h2o",3.81,"h2o",0.635
"large sample","A",43,"alpha","h2o",1.27,"h2o",1.27
"large sample","A",16,"alpha","h2o",15.875,"h2o",1.905
"small sample","A",65,"alpha","h2o",10.795,"h2o",3.175
"small sample","A",15,"alpha","h2o",1.905,"h2o",0.635
"waste","A",54,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",32,"alpha","h2o",6.35,"h2o",1.27
"large sample","A",38,"alpha","h2o",5.08,"h2o",1.27
"solution","A",2,"alpha","h2o",1.905,"h2o",1.27
"small sample","A",28,"alpha","h2o",3.81,"h2o",0.635
"solution","A",18,"alpha","h2o",20.32,"h2o",1.27
"large sample","M",254,"alpha","h2o",0.635,"h2o",0.635
"small sample","A",52,"alpha","h2o",0.635,"h2o",1.905
"small sample","A",30,"alpha","h2o",8.89,"h2o",0.635
"machining","A",33,"alpha","h2o",8.255,"h2o",1.27
"metallurgy","E",77,"alpha","h2o",4.445,"h2o",0.635
"metallurgy","E",30,"alpha","h2o",1.905,"h2o",0.635
"large sample","D",13,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",23,"alpha","h2o",3.175,"h2o",5.08
"large sample","A",65,"alpha","h2o",5.08,"h2o",0.635
"machining","M",13,"alpha","h2o",2.54,"h2o",0.635
"machining","M",53,"alpha","h2o",1.27,"h2o",0.635
"machining","M",22,"alpha","h2o",8.89,"h2o",0.635
"large sample","M",83,"alpha","h2o",6.985,"h2o",0.635
"large sample","A",53,"alpha","h2o",3.81,"h2o",0.635
"large sample","A",15,"alpha","h2o",4.445,"h2o",0.635
"machining","M",2,"alpha","h2o",7.62,"h2o",0.635
"large sample","A",29,"alpha","h2o",16.51,"h2o",1.27
"machining","M",15,"alpha","h2o",15.24,"h2o",0.635
"large sample","A",14,"alpha","h2o",36.83,"h2o",2.54
"small sample","A",43,"alpha","h2o",6.35,"h2o",0.635
"large sample","M",68,"alpha","h2o",8.255,"h2o",0.635
"large sample","D",65,"alpha","h2o",2.54,"h2o",0.635
"waste","A",57,"alpha","h2o",3.81,"h2o",1.905
"large sample","E",64,"alpha","h2o",0.635,"h2o",0.635
"large sample","A",31,"alpha","h2o",5.08,"h2o",0.635
"waste","P",65,"alpha","h2o",15.24,"h2o",0.635
"large sample","C",341,"alpha","h2o",3.175,"h2o",0.635
"machining","M",77,"alpha","h2o",3.81,"h2o",0.635
"machining","M",45,"alpha","h2o",6.35,"h2o",0.635
"small sample","A",38,"alpha","h2o",16.51,"h2o",0.635
"machining","M",16,"alpha","h2o",4.445,"h2o",0.635
"small sample","A",65,"alpha","h2o",10.16,"h2o",1.27
"small sample","A",10,"alpha","h2o",9.525,"h2o",2.54
"small sample","A",45,"alpha","h2o",6.35,"h2o",0.635
"small sample","A",7,"alpha","h2o",6.35,"h2o",1.27
"solution","A",33,"alpha","h2o",10.795,"h2o",0.635
"large sample","A",26,"alpha","h2o",8.89,"h2o",1.905
"large sample","B",37,"alpha","h2o",10.16,"h2o",2.54
"waste","A",47,"alpha","h2o",3.81,"h2o",1.905
"small sample","A",65,"alpha","h2o",12.7,"h2o",0.635
"solution","A",2,"alpha","h2o",5.08,"h2o",4.445
"small sample","A",25,"alpha","h2o",1.905,"h2o",0.635
"machining","M",92,"alpha","h2o",8.89,"h2o",0.635
"waste","P",88,"alpha","h2o",11.43,"h2o",2.54
"solution","A",4,"alpha","h2o",6.985,"h2o",0.635
"metallurgy","A",21,"alpha","h2o",10.16,"h2o",2.54
"small sample","A",65,"alpha","h2o",17.145,"h2o",0.635
"large sample","A",65,"alpha","h2o",1.905,"h2o",1.27
"metallurgy","A",6,"alpha","h2o",6.985,"h2o",0.635
"large sample","E",80,"alpha","h2o",0.635,"h2o",0.635
"machining","M",15,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",34,"alpha","h2o",20.955,"h2o",2.54
"small sample","A",13,"alpha","h2o",2.54,"h2o",0.635
"solution","A",12,"alpha","h2o",6.985,"h2o",1.27
"metallurgy","A",50,"alpha","h2o",4.445,"h2o",0.635
"metallurgy","A",28,"alpha","h2o",6.985,"h2o",2.54
"waste","P",213,"alpha","h2o",1.905,"h2o",0.635
"large sample","B",109,"alpha","h2o",3.175,"h2o",0.635
"machining","M",39,"alpha","h2o",7.62,"h2o",0.635
"large sample","M",79,"alpha","h2o",16.51,"h2o",0.635
"solution","A",47,"alpha","h2o",3.81,"h2o",2.54
"small sample","A",18,"alpha","h2o",10.795,"h2o",1.27
"machining","M",5,"alpha","h2o",5.715,"h2o",0.635
"machining","M",48,"alpha","h2o",8.255,"h2o",1.27
"solution","A",15,"alpha","h2o",11.43,"h2o",0.635
"solution","A",11,"alpha","h2o",18.415,"h2o",1.27
"waste","P",41,"alpha","h2o",14.605,"h2o",2.54
"solution","A",11,"alpha","h2o",8.89,"h2o",0.635
"large sample","D",35,"alpha","h2o",6.35,"h2o",0.635
"large sample","D",130,"alpha","h2o",2.54,"h2o",0.635
"waste","P",84,"alpha","h2o",12.7,"h2o",3.175
"metallurgy","E",45,"alpha","h2o",1.27,"h2o",1.27
"small sample","A",4,"alpha","h2o",4.445,"h2o",1.27
"large sample","D",67,"alpha","h2o",1.905,"h2o",0.635
"metallurgy","E",11,"alpha","h2o",2.54,"h2o",0.635
"large sample","A",42,"alpha","h2o",10.795,"h2o",0.635
"metallurgy","A",36,"alpha","h2o",7.62,"h2o",1.27
"small sample","B",9,"alpha","h2o",4.445,"h2o",2.54
"small sample","A",26,"alpha","h2o",22.225,"h2o",1.27
"large sample","E",89,"alpha","h2o",1.905,"h2o",0.635
"solution","A",25,"alpha","h2o",1.905,"h2o",3.81
"large sample","E",117,"alpha","h2o",3.175,"h2o",0.635
"solution","A",23,"alpha","h2o",7.62,"h2o",1.27
"small sample","A",39,"alpha","h2o",4.445,"h2o",1.27
"large sample","A",57,"alpha","h2o",0.635,"h2o",1.27
"solution","A",8,"alpha","h2o",3.175,"h2o",1.905
"large sample","D",107,"alpha","h2o",3.175,"h2o",0.635
"large sample","A",39,"alpha","h2o",12.7,"h2o",1.27
"solution","A",9,"alpha","h2o",1.905,"h2o",1.905
"metallurgy","A",65,"alpha","h2o",18.415,"h2o",0.635
"metallurgy","B",253,"alpha","h2o",3.175,"h2o",1.27
"waste","A",27,"alpha","h2o",5.715,"h2o",0.635
"large sample","D",20,"alpha","h2o",1.905,"h2o",0.635
"large sample","A",15,"alpha","h2o",5.08,"h2o",1.905
"large sample","A",65,"alpha","h2o",10.795,"h2o",0.635
"small sample","A",39,"alpha","h2o",12.7,"h2o",0.635
"solution","A",12,"alpha","h2o",13.335,"h2o",0.635
"small sample","A",27,"alpha","h2o",0.635,"h2o",1.905
"large sample","M",23,"alpha","h2o",11.43,"h2o",0.635
"small sample","A",14,"alpha","h2o",20.955,"h2o",1.905
"large sample","A",33,"alpha","h2o",5.715,"h2o",0.635
"solution","A",12,"alpha","h2o",2.54,"h2o",0.635
"machining","M",30,"alpha","h2o",8.255,"h2o",0.635
"large sample","A",17,"alpha","h2o",5.715,"h2o",6.35
"small sample","A",33,"alpha","h2o",3.81,"h2o",1.905
"solution","A",16,"alpha","h2o",3.81,"h2o",1.27
"solution","A",16,"alpha","h2o",27.305,"h2o",0.635
"small sample","A",32,"alpha","h2o",3.81,"h2o",1.905
"large sample","A",42,"alpha","h2o",10.795,"h2o",6.35
"large sample","A",30,"alpha","h2o",5.715,"h2o",1.905
"small sample","A",65,"alpha","h2o",12.7,"h2o",3.175
"small sample","A",16,"alpha","h2o",6.35,"h2o",3.175
"small sample","A",33,"alpha","h2o",4.445,"h2o",3.175
"large sample","A",38,"alpha","h2o",12.7,"h2o",0.635
"large sample","D",16,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",58,"alpha","h2o",7.62,"h2o",0.635
"metallurgy","A",16,"alpha","h2o",1.905,"h2o",0.635
"solution","A",27,"alpha","h2o",14.605,"h2o",1.27
"large sample","A",12,"alpha","h2o",10.795,"h2o",1.27
"large sample","D",49,"alpha","h2o",0.635,"h2o",0.635
"small sample","A",57,"alpha","h2o",12.7,"h2o",1.27
"metallurgy","E",399,"alpha","h2o",4.445,"h2o",0.635
"large sample","A",13,"alpha","h2o",21.59,"h2o",2.54
"small sample","A",32,"alpha","h2o",12.7,"h2o",0.635
"large sample","A",15,"alpha","h2o",9.525,"h2o",1.905
"metallurgy","B",159,"alpha","h2o",6.35,"h2o",1.905
"metallurgy","B",59,"alpha","h2o",4.445,"h2o",3.175
"large sample","A",37,"alpha","h2o",20.955,"h2o",0.635
"metallurgy","A",15,"alpha","h2o",9.525,"h2o",1.905
"small sample","A",20,"alpha","h2o",9.525,"h2o",2.54
"large sample","A",24,"alpha","h2o",7.62,"h2o",1.905
"machining","M",17,"alpha","h2o",13.335,"h2o",0.635
"large sample","A",65,"alpha","h2o",11.43,"h2o",0.635
"large sample","M",345,"alpha","h2o",19.685,"h2o",0.635
"large sample","A",64,"alpha","h2o",15.875,"h2o",0.635
"waste","P",130,"alpha","h2o",5.715,"h2o",0.635
"solution","A",18,"alpha","h2o",8.89,"h2o",0.635
"small sample","A",65,"alpha","h2o",1.27,"h2o",2.54
"large sample","A",6,"alpha","h2o",4.445,"h2o",1.27
"small sample","A",56,"alpha","h2o",15.24,"h2o",1.27
"solution","A",22,"alpha","h2o",13.335,"h2o",1.27
"metallurgy","A",37,"alpha","h2o",4.445,"h2o",1.905
"small sample","A",49,"alpha","h2o",13.97,"h2o",0.635
"small sample","A",47,"alpha","h2o",8.255,"h2o",0.635
"waste","P",126,"alpha","h2o",14.605,"h2o",0.635
"metallurgy","A",5,"alpha","h2o",19.05,"h2o",3.81
"large sample","D",41,"alpha","h2o",3.175,"h2o",0.635
"small sample","A",14,"alpha","h2o",7.62,"h2o",2.54
"machining","M",45,"alpha","h2o",17.145,"h2o",0.635
"metallurgy","A",65,"alpha","h2o",28.575,"h2o",1.27
"metallurgy","E",29,"alpha","h2o",3.175,"h2o",0.635
"solution","A",36,"alpha","h2o",23.495,"h2o",1.27
"solution","A",9,"alpha","h2o",17.145,"h2o",3.81
"small sample","A",41,"alpha","h2o",8.255,"h2o",0.635
"small sample","B",68,"alpha","h2o",4.445,"h2o",1.27
"solution","A",17,"alpha","h2o",2.54,"h2o",1.27
"solution","A",30,"alpha","h2o",1.27,"h2o",0.635
"waste","P",46,"alpha","h2o",9.525,"h2o",0.635
"small sample","A",37,"alpha","h2o",12.065,"h2o",0.635
"small sample","A",23,"alpha","h2o",8.255,"h2o",1.905
"small sample","A",21,"alpha","h2o",9.525,"h2o",0.635
"large sample","A",9,"alpha","h2o",4.445,"h2o",0.635
"machining","M",70,"alpha","h2o",5.08,"h2o",0.635
"large sample","A",41,"alpha","h2o",12.065,"h2o",1.27
"small sample","A",16,"alpha","h2o",7.62,"h2o",2.54
"large sample","M",206,"alpha","h2o",7.62,"h2o",0.635
"large sample","A",38,"alpha","h2o",1.905,"h2o",1.27
"waste","P",112,"alpha","h2o",10.795,"h2o",2.54
"machining","M",30,"alpha","h2o",6.985,"h2o",1.27
"solution","A",8,"alpha","h2o",10.795,"h2o",1.27
"small sample","A",23,"alpha","h2o",3.175,"h2o",3.175
"large sample","M",220,"alpha","h2o",19.685,"h2o",0.635
"metallurgy","A",25,"alpha","h2o",8.89,"h2o",2.54
"machining","M",128,"alpha","h2o",5.08,"h2o",0.635
"large sample","M",66,"alpha","h2o",3.175,"h2o",0.635
"waste","A",25,"alpha","h2o",26.67,"h2o",0.635
"metallurgy","A",65,"alpha","h2o",22.86,"h2o",1.27
"solution","A",3,"alpha","h2o",13.335,"h2o",2.54
"solution","A",15,"alpha","h2o",23.495,"h2o",0.635
"large sample","D",142,"alpha","h2o",0.635,"h2o",0.635
"small sample","A",31,"alpha","h2o",8.89,"h2o",0.635
"large sample","A",53,"alpha","h2o",5.715,"h2o",0.635
"small sample","A",42,"alpha","h2o",5.715,"h2o",1.905
"large sample","A",10,"alpha","h2o",4.445,"h2o",0.635
"small sample","A",37,"alpha","h2o",0.635,"h2o",2.54
"small sample","A",65,"alpha","h2o",5.715,"h2o",1.27
"large sample","A",10,"alpha","h2o",5.715,"h2o",1.905
"large sample","A",26,"alpha","h2o",23.495,"h2o",0.635
"large sample","A",23,"alpha","h2o",15.875,"h2o",1.27
"small sample","A",41,"alpha","h2o",6.35,"h2o",1.27
"machining","A",36,"alpha","h2o",12.7,"h2o",0.635
"small sample","A",18,"alpha","h2o",20.32,"h2o",4.445
"large sample","E",139,"alpha","h2o",0.635,"h2o",0.635
"solution","A",17,"alpha","h2o",26.035,"h2o",1.27
"machining","M",17,"alpha","h2o",11.43,"h2o",0.635
"small sample","A",3,"alpha","h2o",3.81,"h2o",1.905
"small sample","A",47,"alpha","h2o",5.715,"h2o",1.27
"small sample","B",18,"alpha","h2o",2.54,"h2o",1.905
"large sample","A",17,"alpha","h2o",15.24,"h2o",1.27
"solution","A",2,"alpha","h2o",24.13,"h2o",1.27
"large sample","E",129,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",38,"alpha","h2o",12.065,"h2o",1.905
"machining","A",10,"alpha","h2o",9.525,"h2o",1.27
"small sample","A",60,"alpha","h2o",8.255,"h2o",0.635
"waste","P",138,"alpha","h2o",12.065,"h2o",2.54
"waste","A",37,"alpha","h2o",6.985,"h2o",3.81
"small sample","A",1,"alpha","h2o",8.89,"h2o",1.905
"solution","A",5,"alpha","h2o",3.175,"h2o",1.27
"metallurgy","A",26,"alpha","h2o",10.795,"h2o",1.27
"metallurgy","E",91,"alpha","h2o",1.905,"h2o",0.635
"large sample","A",31,"alpha","h2o",15.875,"h2o",0.635
"small sample","A",33,"alpha","h2o",5.08,"h2o",1.905
"large sample","A",17,"alpha","h2o",8.255,"h2o",2.54
"small sample","A",7,"alpha","h2o",5.08,"h2o",1.27
"small sample","A",8,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",24,"alpha","h2o",19.05,"h2o",0.635
"small sample","A",43,"alpha","h2o",3.81,"h2o",0.635
"waste","P",41,"alpha","h2o",5.715,"h2o",2.54
"large sample","A",45,"alpha","h2o",6.35,"h2o",3.175
"large sample","D",25,"alpha","h2o",0.635,"h2o",0.635
"machining","M",70,"alpha","h2o",6.35,"h2o",0.635
"solution","A",32,"alpha","h2o",10.16,"h2o",0.635
"large sample","M",86,"alpha","h2o",27.94,"h2o",0.635
"solution","A",21,"alpha","h2o",10.795,"h2o",0.635
"large sample","A",22,"alpha","h2o",10.16,"h2o",0.635
"small sample","A",44,"alpha","h2o",7.62,"h2o",0.635
"small sample","A",25,"alpha","h2o",12.7,"h2o",2.54
"machining","M",25,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",45,"alpha","h2o",6.35,"h2o",1.27
"large sample","D",22,"alpha","h2o",3.81,"h2o",0.635
"large sample","A",11,"alpha","h2o",15.24,"h2o",0.635
"solution","A",35,"alpha","h2o",11.43,"h2o",1.27
"machining","M",64,"alpha","h2o",19.05,"h2o",0.635
"small sample","A",11,"alpha","h2o",10.795,"h2o",1.27
"solution","A",25,"alpha","h2o",13.335,"h2o",0.635
"large sample","A",18,"alpha","h2o",3.81,"h2o",2.54
"large sample","A",11,"alpha","h2o",12.7,"h2o",1.27
"large sample","E",28,"alpha","h2o",1.905,"h2o",0.635
"large sample","A",17,"alpha","h2o",1.27,"h2o",2.54
"metallurgy","E",66,"alpha","h2o",0.635,"h2o",0.635
"large sample","D",114,"alpha","h2o",1.905,"h2o",0.635
"large sample","D",25,"alpha","h2o",1.905,"h2o",1.27
"metallurgy","A",44,"alpha","h2o",35.56,"h2o",0.635
"metallurgy","E",109,"alpha","h2o",1.27,"h2o",0.635
"large sample","E",109,"alpha","h2o",0.635,"h2o",0.635
"large sample","D",34,"alpha","h2o",6.35,"h2o",0.635
"small sample","A",16,"alpha","h2o",5.715,"h2o",1.905
"metallurgy","E",103,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",19,"alpha","h2o",9.525,"h2o",0.635
"small sample","B",16,"alpha","h2o",2.54,"h2o",1.27
"small sample","A",26,"alpha","h2o",22.86,"h2o",3.175
"small sample","A",64,"alpha","h2o",14.605,"h2o",6.35
"large sample","A",63,"alpha","h2o",23.495,"h2o",0.635
"small sample","A",45,"alpha","h2o",3.81,"h2o",0.635
"small sample","A",65,"alpha","h2o",1.905,"h2o",2.54
"small sample","A",35,"alpha","h2o",12.7,"h2o",0.635
"solution","A",19,"alpha","h2o",8.255,"h2o",0.635
"machining","M",67,"alpha","h2o",5.08,"h2o",0.635
"large sample","C",30,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",13,"alpha","h2o",3.81,"h2o",1.27
"large sample","A",20,"alpha","h2o",8.255,"h2o",2.54
"large sample","C",115,"alpha","h2o",5.08,"h2o",0.635
"machining","M",40,"alpha","h2o",12.7,"h2o",0.635
"small sample","A",65,"alpha","h2o",6.985,"h2o",0.635
"small sample","A",45,"alpha","h2o",5.08,"h2o",1.905
"machining","M",103,"alpha","h2o",3.81,"h2o",0.635
"large sample","A",33,"alpha","h2o",5.08,"h2o",1.27
"small sample","A",12,"alpha","h2o",2.54,"h2o",0.635
"small sample","A",20,"alpha","h2o",6.985,"h2o",1.905
"machining","M",55,"alpha","h2o",0.635,"h2o",0.635
"solution","A",1,"alpha","h2o",3.81,"h2o",0.635
"large sample","C",25,"alpha","h2o",1.27,"h2o",0.635
"large sample","A",8,"alpha","h2o",0.635,"h2o",2.54
"large sample","M",29,"alpha","h2o",11.43,"h2o",0.635
"machining","M",19,"alpha","h2o",6.35,"h2o",0.635
"small sample","A",65,"alpha","h2o",14.605,"h2o",1.27
"large sample","A",65,"alpha","h2o",29.21,"h2o",2.54
"metallurgy","A",42,"alpha","h2o",13.335,"h2o",0.635
"large sample","A",30,"alpha","h2o",15.24,"h2o",0.635
"waste","P",84,"alpha","h2o",6.985,"h2o",1.27
"metallurgy","A",28,"alpha","h2o",27.94,"h2o",0.635
"large sample","E",61,"alpha","h2o",1.905,"h2o",0.635
"large sample","A",22,"alpha","h2o",14.605,"h2o",1.27
"solution","A",2,"alpha","h2o",10.16,"h2o",2.54
"small sample","A",9,"alpha","h2o",4.445,"h2o",1.27
"solution","A",12,"alpha","h2o",10.16,"h2o",1.905
"large sample","E",90,"alpha","h2o",1.27,"h2o",0.635
"large sample","M",157,"alpha","h2o",13.335,"h2o",0.635
"large sample","A",22,"alpha","h2o",8.89,"h2o",0.635
"waste","A",17,"alpha","h2o",5.715,"h2o",0.635
"small sample","A",42,"alpha","h2o",1.27,"h2o",1.905
"large sample","D",131,"alpha","h2o",3.81,"h2o",0.635
"machining","M",48,"alpha","h2o",6.985,"h2o",0.635
"large sample","A",23,"alpha","h2o",19.05,"h2o",1.905
"large sample","A",20,"alpha","h2o",2.54,"h2o",3.81
"small sample","A",33,"alpha","h2o",12.7,"h2o",1.27
"large sample","A",55,"alpha","h2o",15.24,"h2o",0.635
"metallurgy","B",167,"alpha","h2o",4.445,"h2o",0.635
"solution","A",3,"alpha","h2o",22.225,"h2o",1.27
"large sample","A",13,"alpha","h2o",8.89,"h2o",0.635
"large sample","A",41,"alpha","h2o",17.145,"h2o",1.27
"machining","M",28,"alpha","h2o",17.78,"h2o",1.27
"metallurgy","A",52,"alpha","h2o",15.875,"h2o",1.905
"metallurgy","A",12,"alpha","h2o",24.13,"h2o",5.08
"small sample","A",21,"alpha","h2o",18.415,"h2o",0.635
"large sample","C",51,"alpha","h2o",5.715,"h2o",0.635
"metallurgy","A",24,"alpha","h2o",22.225,"h2o",1.905
"machining","A",55,"alpha","h2o",2.54,"h2o",3.175
"small sample","A",4,"alpha","h2o",4.445,"h2o",1.27
"metallurgy","A",34,"alpha","h2o",17.78,"h2o",1.27
"large sample","M",35,"alpha","h2o",6.985,"h2o",0.635
"large sample","A",65,"alpha","h2o",13.97,"h2o",1.27
"waste","A",14,"alpha","h2o",3.81,"h2o",0.635
"small sample","A",13,"alpha","h2o",2.54,"h2o",1.905
"metallurgy","A",45,"alpha","h2o",39.37,"h2o",0.635
"small sample","A",16,"alpha","h2o",11.43,"h2o",0.635
"large sample","M",37,"alpha","h2o",3.175,"h2o",0.635
"small sample","B",20,"alpha","h2o",7.62,"h2o",1.27
"large sample","D",30,"alpha","h2o",1.27,"h2o",0.635
"metallurgy","E",90,"alpha","h2o",1.905,"h2o",0.635
"waste","P",169,"alpha","h2o",11.43,"h2o",0.635
"small sample","A",39,"alpha","h2o",19.05,"h2o",0.635
"large sample","A",14,"alpha","h2o",10.16,"h2o",1.905
"small sample","A",45,"alpha","h2o",8.255,"h2o",0.635
"small sample","A",56,"alpha","h2o",3.175,"h2o",3.81
"large sample","A",49,"alpha","h2o",5.715,"h2o",0.635
"small sample","A",59,"alpha","h2o",4.445,"h2o",0.635
"large sample","M",14,"alpha","h2o",6.35,"h2o",0.635
"metallurgy","A",4,"alpha","h2o",22.225,"h2o",0.635
"large sample","D",76,"alpha","h2o",2.54,"h2o",0.635
"machining","M",7,"alpha","h2o",0.635,"h2o",0.635
"large sample","A",16,"alpha","h2o",18.415,"h2o",1.27
"large sample","A",23,"alpha","h2o",9.525,"h2o",0.635
"metallurgy","A",23,"alpha","h2o",11.43,"h2o",1.27
"small sample","A",26,"alpha","h2o",10.795,"h2o",0.635
"small sample","A",13,"alpha","h2o",17.78,"h2o",1.905
"small sample","A",65,"alpha","h2o",5.715,"h2o",0.635
"large sample","A",35,"alpha","h2o",5.715,"h2o",3.81
"small sample","A",32,"alpha","h2o",24.13,"h2o",2.54
"large sample","C",340,"alpha","h2o",3.175,"h2o",0.635
"small sample","A",2,"alpha","h2o",5.715,"h2o",0.635
"small sample","A",29,"alpha","h2o",10.795,"h2o",0.635
"solution","A",18,"alpha","h2o",18.415,"h2o",1.27
"large sample","A",37,"alpha","h2o",13.335,"h2o",1.27
"small sample","A",19,"alpha","h2o",13.97,"h2o",0.635
"solution","A",3,"alpha","h2o",2.54,"h2o",2.54
"large sample","A",65,"alpha","h2o",9.525,"h2o",1.905
"small sample","B",6,"alpha","h2o",1.905,"h2o",1.27
"machining","M",37,"alpha","h2o",20.32,"h2o",0.635
"small sample","A",11,"alpha","h2o",12.7,"h2o",3.175
"machining","M",28,"alpha","h2o",11.43,"h2o",0.635
"large sample","A",58,"alpha","h2o",16.51,"h2o",1.905
"small sample","A",40,"alpha","h2o",4.445,"h2o",0.635
"small sample","A",31,"alpha","h2o",31.75,"h2o",0.635
"small sample","A",65,"alpha","h2o",1.905,"h2o",1.27
"large sample","A",31,"alpha","h2o",8.255,"h2o",0.635
"large sample","A",52,"alpha","h2o",5.715,"h2o",0.635
"metallurgy","A",20,"alpha","h2o",7.62,"h2o",1.905
"large sample","A",65,"alpha","h2o",10.795,"h2o",0.635
"solution","A",22,"alpha","h2o",3.81,"h2o",0.635
"small sample","A",60,"alpha","h2o",4.445,"h2o",0.635
"large sample","D",221,"alpha","h2o",7.62,"h2o",0.635
"large sample","A",14,"alpha","h2o",6.35,"h2o",0.635
"large sample","A",32,"alpha","h2o",6.35,"h2o",1.905
"large sample","A",13,"alpha","h2o",4.445,"h2o",0.635
"machining","M",22,"alpha","h2o",2.54,"h2o",0.635
"large sample","M",38,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",28,"alpha","h2o",6.985,"h2o",0.635
"machining","M",23,"alpha","h2o",4.445,"h2o",0.635
"large sample","A",44,"alpha","h2o",6.35,"h2o",0.635
"large sample","A",35,"alpha","h2o",17.78,"h2o",1.27
"large sample","A",34,"alpha","h2o",6.35,"h2o",0.635
"small sample","A",17,"alpha","h2o",1.27,"h2o",0.635
"large sample","D",31,"alpha","h2o",5.715,"h2o",0.635
"machining","M",29,"alpha","h2o",2.54,"h2o",1.27
"small sample","A",17,"alpha","h2o",7.62,"h2o",0.635
"small sample","A",44,"alpha","h2o",19.05,"h2o",6.985
"solution","A",19,"alpha","h2o",4.445,"h2o",2.54
"machining","A",8,"alpha","h2o",3.81,"h2o",0.635
"large sample","C",177,"alpha","h2o",13.97,"h2o",0.635
"waste","A",51,"alpha","h2o",10.795,"h2o",4.445
"large sample","A",50,"alpha","h2o",3.175,"h2o",1.27
"large sample","A",28,"alpha","h2o",13.335,"h2o",1.27
"small sample","A",45,"alpha","h2o",5.08,"h2o",5.08
"large sample","E",120,"alpha","h2o",3.175,"h2o",0.635
"large sample","D",63,"alpha","h2o",1.27,"h2o",0.635
"large sample","A",56,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",25,"alpha","h2o",4.445,"h2o",0.635
"solution","A",18,"alpha","h2o",3.81,"h2o",2.54
"machining","M",13,"alpha","h2o",4.445,"h2o",0.635
"large sample","A",10,"alpha","h2o",14.605,"h2o",1.905
"large sample","A",7,"alpha","h2o",8.255,"h2o",1.905
"small sample","A",12,"alpha","h2o",11.43,"h2o",0.635
"solution","A",1,"alpha","h2o",5.715,"h2o",2.54
"metallurgy","A",60,"alpha","h2o",8.255,"h2o",3.175
"large sample","A",57,"alpha","h2o",5.715,"h2o",0.635
"small sample","A",3,"alpha","h2o",26.035,"h2o",2.54
"solution","A",9,"alpha","h2o",2.54,"h2o",0.635
"waste","A",20,"alpha","h2o",2.54,"h2o",1.27
"small sample","A",14,"alpha","h2o",8.89,"h2o",2.54
"solution","A",6,"alpha","h2o",4.445,"h2o",0.635
"large sample","A",26,"alpha","h2o",3.175,"h2o",0.635
"small sample","A",53,"alpha","h2o",16.51,"h2o",0.635
"solution","A",6,"alpha","h2o",5.715,"h2o",1.27
